CustomerID,Name,Age,Address,City,State,ZipCode,VerizonPlan,AmazonPrimeStatus,DeviceMake,DeviceModel,AcceptedOffer,VerizonDataUsageGB,AmazonRegularPurchases,AmazonOfferPurchases,PeakStreamingHour,PeakStreamingDay,AmazonPrimeVideoHours
115708,Benjamin Stout,56,355 Serrano Street,New York,CO,22640,Basic,Yes,Samsung,Pixel 6,Buy a tablet: 30% off on us,32.68,13,3,03:15,Sunday,17.16
978338,Audrey Russell,68,92193 Derrick Forges,San Francisco,FL,54898,Standard,Yes,Apple,OnePlus 9,"First purchase: Buy two phones, one on us",11.14,11,6,18:46,Saturday,17.11
411955,Daniel Holden,23,633 Kramer Cliffs,Columbus,OH,11517,Basic,No,Huawei,P40 Pro,Buy a tablet: 30% off on us,41.21,6,4,13:05,Friday,11.07
233883,Eric Sanchez,23,282 Griffin Cliff,Washington,MA,15842,Basic,No,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",37.32,3,1,01:38,Thursday,20.37
418394,Diana Morgan,20,3052 David Plaza Suite 199,Portland,CO,1413,Basic,Yes,OnePlus,Pixel 6,"First purchase: Buy two phones, one on us",48.07,0,8,08:47,Tuesday,42.31
212547,Andrew Cox,24,1434 Jones Junctions Apt. 552,Atlanta,NV,13910,Basic,Yes,Apple,Pixel 6,"First purchase: Buy two phones, one on us",41.65,3,9,13:53,Thursday,43.84
659042,Robert Martin,68,791 Crystal Light,Cleveland,MN,85714,Basic,No,Apple,Galaxy S21,Buy a tablet: 30% off on us,14.9,5,1,13:17,Friday,46.89
851102,Joshua Schultz,25,23991 Peter Corners,Nashville,FL,93823,Standard,No,Google,Galaxy S21,"First purchase: Buy two phones, one on us",36.91,0,7,07:24,Wednesday,19.96
862002,Bryan Lyons,59,222 Anthony Stream Apt. 787,Tampa,OH,11661,Basic,No,Huawei,P40 Pro,"First purchase: Buy two phones, one on us",2.76,18,7,16:33,Friday,29.05
242483,Theresa Cortez,69,8675 Sonia Lodge Apt. 524,Miami,NC,16107,Standard,Yes,Apple,Pixel 6,"First purchase: Buy two phones, one on us",33.24,10,2,20:17,Tuesday,24.94
758271,Tonya Cunningham,32,127 Murphy Valley,Phoenix,MI,7428,Basic,No,Google,Pixel 6,"First purchase: Buy two phones, one on us",33.19,3,1,19:48,Wednesday,48.23
314835,William Brown,64,03945 Robert Via,Houston,TX,95692,Premium,Yes,Samsung,iPhone 13,Buy a tablet: 30% off on us,9.19,0,8,04:50,Wednesday,5.09
501896,Kimberly Dixon,46,7450 Stewart Stravenue Suite 767,Kansas City,AZ,76241,Premium,Yes,Google,OnePlus 9,"First purchase: Buy two phones, one on us",4.24,7,5,03:03,Wednesday,46.93
184896,Elizabeth Cooper,50,925 Christopher Knoll Suite 364,Columbus,TN,1671,Premium,No,Google,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",25.84,16,5,13:07,Sunday,7.29
577095,Jill Roberts,69,8340 Reeves Greens,Portland,NY,35557,Premium,No,Google,iPhone 13,Buy a tablet: 30% off on us,4.51,10,0,06:31,Friday,14.19
171295,Stacy Johnson,47,683 Pamela Ranch Suite 325,Miami,FL,74014,Standard,Yes,Apple,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",37.24,3,0,01:51,Tuesday,39.94
843974,Misty Mora,56,259 Morton Springs Suite 211,Kansas City,IL,36877,Standard,No,Apple,Galaxy S21,Buy a tablet: 30% off on us,18.29,5,3,07:07,Wednesday,45.93
987121,Juan Butler,44,710 Hunter Center Apt. 023,Tampa,MI,512,Basic,No,Samsung,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",42.29,4,2,21:25,Monday,18.54
373255,Daniel Dixon,53,142 Linda Views Suite 417,Boston,NV,67390,Premium,Yes,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us",19.29,0,3,03:38,Saturday,25.38
399648,Joseph Spencer,46,476 Young Burgs,Washington,MN,62234,Standard,No,OnePlus,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",27.58,2,6,14:44,Friday,38.01
757162,Joshua Mcdaniel,55,46065 Adams Underpass Apt. 648,Las Vegas,TN,82034,Basic,Yes,OnePlus,P40 Pro,"Buy one accessory, get another 50% off",21.24,18,6,17:49,Saturday,38.5
108155,Brian Lee,50,4722 Desiree Mountains,Austin,OR,21571,Basic,Yes,Samsung,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",31.56,9,8,11:15,Thursday,14.76
566872,Keith Irwin,54,6620 Wallace Islands Suite 096,Houston,CA,66127,Standard,No,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us",30.96,6,5,10:51,Wednesday,11.01
925816,Margaret Moore,44,478 Jenna Via Suite 654,Cleveland,OH,27440,Premium,Yes,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us",23.35,8,8,20:25,Wednesday,11.91
474705,Michael Thomas,50,454 Tyler Creek Apt. 881,Atlanta,CO,76680,Basic,Yes,Google,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",16.99,0,9,06:29,Thursday,32.02
671542,James Schroeder,21,99854 Glass Rest,Los Angeles,FL,86831,Premium,No,Apple,P40 Pro,Buy a tablet: 30% off on us,29.75,8,0,21:51,Saturday,37.52
908350,Jeffrey Henry,39,578 Matthew Lane,Houston,AZ,68404,Premium,No,Apple,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",16.42,7,3,16:55,Saturday,23.1
710269,Todd Higgins,19,5650 Pamela Spurs,Los Angeles,CO,33845,Premium,No,Google,Galaxy S21,"First purchase: Buy two phones, one on us",40.21,13,8,10:51,Monday,9.48
654594,Joshua Berry,27,356 Randall Tunnel Apt. 965,Denver,TX,68340,Basic,Yes,Google,iPhone 13,"First purchase: Buy two phones, one on us",6.01,2,1,08:26,Sunday,18.15
247718,Aaron Randall,22,250 Graves Estates,Los Angeles,TX,22419,Premium,Yes,Google,Galaxy S21,"First purchase: Buy two phones, one on us",8.69,11,7,01:33,Saturday,21.66
408987,Steven Contreras,27,5790 Johnson Walk Suite 135,Houston,OH,2930,Basic,No,Apple,Galaxy S21,"First purchase: Buy two phones, one on us",43.55,19,0,17:33,Friday,20.74
745263,Mrs. Joan Miller DVM,50,92273 Diaz Turnpike,San Diego,WA,72851,Premium,Yes,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us",11.16,8,8,15:13,Tuesday,7.18
458745,Jennifer Perry,55,68402 Jones Hills Suite 606,San Francisco,TX,54650,Basic,No,Google,Pixel 6,Buy a tablet: 30% off on us,24.16,12,8,14:05,Friday,37.31
207512,Anna Thomas,30,255 Douglas Tunnel Suite 760,San Antonio,NY,18659,Premium,No,Samsung,iPhone 13,Buy a tablet: 30% off on us,10.38,2,2,01:17,Saturday,44.34
247443,Christopher Chapman,48,233 Williams Summit Suite 418,Las Vegas,OH,8419,Standard,Yes,Google,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",40.64,4,2,07:14,Saturday,2.94
570587,Lauren Kemp,64,9457 Sarah Glens,Las Vegas,AZ,21409,Premium,No,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us",13.5,7,5,14:57,Tuesday,25.81
473616,Kimberly Thomas,53,50275 Anderson Trail Apt. 306,Cleveland,IL,89698,Premium,Yes,Google,Pixel 6,Buy a tablet: 30% off on us,12.17,0,0,12:53,Monday,8.58
757409,Suzanne Spears,62,8800 Corey Inlet,Detroit,NY,60548,Basic,Yes,Apple,Galaxy S21,Buy a tablet: 30% off on us,18.6,3,4,21:08,Sunday,2.58
786976,Maurice Washington,41,727 Flowers Estates,Nashville,TX,59329,Basic,No,Google,Pixel 6,Get a $50 gift card with any new phone purchase,1.76,2,6,16:56,Tuesday,26.05
465871,Michael Baker,69,1894 Deborah Point Suite 736,Columbus,TX,47083,Premium,Yes,Huawei,OnePlus 9,Buy a tablet: 30% off on us,36.91,4,6,03:18,Sunday,39.79
475037,Matthew Brown,32,7536 Green River,Chicago,IL,29861,Standard,No,Samsung,Pixel 6,"First purchase: Buy two phones, one on us",3.85,11,4,03:57,Tuesday,22.64
907364,Christopher Smith,46,4195 Ashley Drive,Charlotte,TX,77732,Standard,Yes,OnePlus,iPhone 13,"Buy one accessory, get another 50% off",5.89,3,6,15:39,Tuesday,10.87
217796,Charles Day,25,8795 Parker Harbors,Boston,CA,2125,Basic,Yes,Google,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",39.52,19,8,15:02,Tuesday,18.79
391999,Leah Moran,22,3498 Bradley Street Apt. 714,Dallas,TX,75890,Standard,Yes,Huawei,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months,7.87,0,9,22:43,Wednesday,49.4
292506,Deborah Bailey,46,5248 Rowe Fork Suite 470,Atlanta,FL,42260,Premium,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us",17.77,17,9,01:29,Sunday,8.78
798376,Kimberly Garcia,64,164 Sharon Flat,Denver,TX,78311,Basic,Yes,Samsung,P40 Pro,"First purchase: Buy two phones, one on us",34.19,3,3,22:47,Thursday,37.22
369544,Michael Nelson,21,92182 Julia Way Suite 744,New York,GA,43706,Premium,No,Apple,OnePlus 9,Buy a tablet: 30% off on us,49.9,14,6,11:39,Thursday,46.23
480002,Michael Torres,29,807 Burton Shoals,Chicago,IN,63263,Basic,Yes,Google,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",26.78,0,6,13:46,Thursday,12.78
798002,Adrian Jefferson,62,02658 Max Summit,Cleveland,CA,50697,Basic,Yes,Huawei,Pixel 6,Buy a tablet: 30% off on us,17.79,4,6,13:40,Sunday,23.47
639439,Aaron Walters,19,3885 April Pines Suite 730,Dallas,OH,65959,Basic,No,Samsung,iPhone 13,Buy a tablet: 30% off on us,37.73,14,2,13:43,Saturday,1.24
690978,Christopher Villa,44,5779 Kelly Harbor,Houston,OH,1268,Basic,No,OnePlus,P40 Pro,Free upgrade to the next Verizon plan tier for 3 months,9.59,12,7,02:08,Tuesday,20.22
628787,Susan Wilson,48,62645 Gaines Ramp Suite 099,Seattle,CA,25678,Standard,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us",31.9,10,3,11:06,Saturday,28.95
630583,Robert Quinn,68,041 Hunter Mission,Portland,TX,42479,Premium,No,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us",41.81,13,2,00:37,Saturday,38.39
488215,Dr. Jason Welch DDS,68,0822 Huerta Loaf,Minneapolis,WA,1395,Premium,No,Apple,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",3.78,3,5,20:13,Friday,15.92
421184,Peter Hartman,53,1628 Robinson Prairie Suite 920,San Antonio,NC,59044,Premium,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us",45.72,15,9,12:51,Sunday,13.61
898615,Vanessa Copeland,53,4973 West Corner Apt. 600,Columbus,TX,62547,Basic,Yes,Huawei,Pixel 6,"First purchase: Buy two phones, one on us",1.04,7,5,08:42,Thursday,24.98
522515,Ronald Wilson,43,869 Thornton Burgs Suite 563,Indianapolis,FL,63835,Standard,No,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us",17.32,8,2,10:06,Tuesday,46.17
768234,Amanda Santos,60,0196 Kimberly Extensions Apt. 530,Indianapolis,TX,25481,Premium,Yes,Google,iPhone 13,Buy a tablet: 30% off on us,10.58,3,6,23:16,Monday,35.02
478480,Holly Harris,44,92148 James Drive,Los Angeles,MI,62557,Standard,Yes,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us",17.22,6,3,09:29,Sunday,32.6
132711,Christopher Moran MD,22,607 Regina Ferry Apt. 689,Minneapolis,TX,62182,Basic,Yes,Huawei,OnePlus 9,Get a $50 gift card with any new phone purchase,21.69,12,0,01:46,Thursday,14.33
891971,Crystal Kemp,37,9737 Thompson Vista,Phoenix,OH,54331,Premium,No,Google,Pixel 6,"First purchase: Buy two phones, one on us",9.15,3,5,20:35,Saturday,39.98
601157,Andrew Weiss,28,086 Denise Loop,Phoenix,OH,91832,Standard,Yes,Google,Pixel 6,Free upgrade to the next Verizon plan tier for 3 months,35.25,17,9,00:15,Friday,32.5
284423,Jeffrey Perez,27,73059 Johnson Parkways Suite 884,San Diego,MI,77058,Basic,Yes,Huawei,iPhone 13,Get a $50 gift card with any new phone purchase,2.23,19,4,05:40,Tuesday,2.26
616349,Denise Gonzales,57,337 Hill Forges,Charlotte,OH,40084,Standard,Yes,Apple,Pixel 6,Buy a tablet: 30% off on us,3.21,3,8,21:57,Thursday,36.14
803714,Dr. Robin Grimes,55,32064 Cynthia Drive Apt. 258,Austin,DC,60623,Premium,No,Samsung,iPhone 13,Buy a tablet: 30% off on us,23.61,14,6,03:40,Friday,15.77
757917,Jason Jenkins,23,98593 Shawn Mall,Portland,IN,60343,Premium,Yes,Samsung,iPhone 13,"First purchase: Buy two phones, one on us",5.63,7,2,21:06,Thursday,19.58
924792,Rick Robinson,25,900 Joshua Estates Apt. 282,Detroit,IN,52070,Basic,Yes,Apple,Galaxy S21,"First purchase: Buy two phones, one on us",29.72,4,1,13:11,Monday,22.38
837378,Jason Collins Jr.,40,68101 Brian Circles,Kansas City,FL,56784,Basic,No,Huawei,Pixel 6,Get a $50 gift card with any new phone purchase,46.71,10,3,22:06,Saturday,20.06
233272,Cynthia Booth,64,36606 Cantu Corner Suite 965,Nashville,CA,12834,Basic,No,Samsung,iPhone 13,"First purchase: Buy two phones, one on us",3.38,16,0,09:31,Tuesday,1.27
867836,Christopher Rogers,43,06716 Dalton Extension,Denver,GA,94832,Standard,Yes,Huawei,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",6.46,17,4,09:29,Saturday,25.73
802335,Dylan Jackson,63,429 Allen Islands Suite 411,Indianapolis,FL,3171,Standard,Yes,Huawei,P40 Pro,"First purchase: Buy two phones, one on us",25.38,3,9,07:35,Monday,37.36
907789,Felicia Simmons,60,805 Tyler Trace,Tampa,FL,20383,Standard,No,Google,Galaxy S21,"First purchase: Buy two phones, one on us",12.42,8,2,03:19,Tuesday,16.95
743409,Edward Gonzales,29,45873 Anthony Views,San Francisco,TX,31452,Basic,No,Apple,Galaxy S21,Buy a tablet: 30% off on us,35.87,11,6,18:56,Monday,8.35
177505,Rebecca Gay,43,4962 Stephanie Villages Apt. 991,Orlando,WA,8403,Premium,No,Huawei,iPhone 13,Buy a tablet: 30% off on us,8.31,11,4,18:45,Monday,2.52
102869,Dr. Melissa Oneill,30,854 Harris Expressway,Miami,NV,31515,Premium,No,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us",22.25,3,1,10:23,Monday,46.62
881474,Tanya George,57,32678 Kathleen Islands Suite 184,Los Angeles,MN,77162,Standard,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us",29.55,12,9,19:39,Friday,1.89
554351,Arthur Fowler,35,8511 Whitney Place Suite 729,San Francisco,CA,68524,Standard,No,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us",23.56,4,2,04:12,Sunday,11.4
412252,Gabrielle Fernandez,42,89357 Frank Garden,San Diego,FL,835,Premium,No,Google,Galaxy S21,"First purchase: Buy two phones, one on us",41.96,9,6,13:54,Friday,49.65
736584,Robin Young,50,354 Barry Mount,Washington,NV,4500,Premium,Yes,Samsung,iPhone 13,Free upgrade to the next Verizon plan tier for 3 months,3.71,3,3,22:30,Tuesday,42.42
718467,John Garza,64,8783 Christine Stream Suite 697,Cincinnati,AZ,50551,Standard,No,Samsung,Pixel 6,"First purchase: Buy two phones, one on us",35.52,1,2,23:45,Sunday,8.46
190272,Rodney Garza,57,4942 Brendan Forge Suite 750,Orlando,OH,99409,Standard,No,Apple,Galaxy S21,Bundle home internet with mobile for a 15% discount,48.51,10,4,22:44,Wednesday,42.41
138467,Hunter Gregory,60,028 William Square Apt. 846,Orlando,TX,18940,Premium,Yes,Samsung,Galaxy S21,Buy a tablet: 30% off on us,3.25,1,2,06:55,Saturday,16.31
909760,Eric Morgan,29,016 Cruz Valleys Suite 732,Kansas City,CO,74490,Basic,No,Huawei,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",42.06,12,2,00:12,Saturday,28.54
977844,Kent Mitchell,61,779 Moore Walks Suite 377,Los Angeles,TN,8348,Standard,No,Samsung,P40 Pro,"First purchase: Buy two phones, one on us",35.21,17,6,01:59,Tuesday,38.83
580047,Robert Miller,53,80369 Lauren Mills,Chicago,TX,1907,Premium,Yes,Google,Galaxy S21,Buy a tablet: 30% off on us,35.1,0,1,18:55,Monday,11.84
759347,Jordan Stevens,65,265 Jenkins Viaduct Suite 508,Phoenix,FL,27120,Premium,No,Google,P40 Pro,"First purchase: Buy two phones, one on us",34.15,1,8,17:33,Tuesday,40.55
158871,Rebecca Rodriguez,21,56952 Elizabeth Square Suite 831,Phoenix,TX,75285,Premium,Yes,OnePlus,P40 Pro,Buy a tablet: 30% off on us,9.69,1,2,09:41,Friday,43.21
228391,Jason Allen,22,28348 Amanda Fords,New York,FL,54796,Premium,Yes,Google,OnePlus 9,Buy a tablet: 30% off on us,22.31,2,2,19:05,Friday,43.23
539430,Dominique Wilson,54,4480 Amber Wall,Dallas,MI,28108,Basic,Yes,Samsung,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",10.65,1,7,15:19,Thursday,19.33
710704,James Bradford,25,5614 Joshua Mission Suite 944,Columbus,IL,45298,Premium,Yes,Google,P40 Pro,"First purchase: Buy two phones, one on us",45.5,12,6,08:14,Sunday,36.73
956703,Anthony Sullivan,59,986 Gerald Track Suite 534,Tampa,OH,95434,Standard,No,Apple,iPhone 13,"First purchase: Buy two phones, one on us",4.92,19,8,15:40,Monday,29.61
930496,Brenda Scott,66,0612 Ward Overpass Apt. 905,Houston,AZ,24742,Basic,Yes,Google,OnePlus 9,Buy a tablet: 30% off on us,44.72,2,2,09:40,Friday,24.42
356687,Kenneth Manning,45,4948 Natalie Expressway,Charlotte,CA,73440,Premium,Yes,Huawei,iPhone 13,"First purchase: Buy two phones, one on us",24.78,9,2,12:15,Wednesday,29.88
825451,Jennifer Barton,48,4038 Linda Green,Minneapolis,GA,17323,Basic,No,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",23.0,11,2,08:26,Sunday,41.35
207450,Wanda Jackson,26,31005 Meyer Via Apt. 397,Denver,MI,42935,Standard,Yes,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us",38.8,4,5,13:21,Tuesday,30.55
271890,Roberto Smith,68,5143 Joshua Plaza Apt. 221,Fort Worth,TX,81642,Premium,Yes,Huawei,iPhone 13,"First purchase: Buy two phones, one on us",2.58,5,0,23:15,Monday,36.73
538741,Jodi Johnson,46,950 Randall Squares Apt. 916,San Antonio,CA,94838,Standard,Yes,Samsung,Pixel 6,Free upgrade to the next Verizon plan tier for 3 months,27.84,0,9,05:16,Saturday,14.74
381974,Susan Liu,31,175 Kathy Forges,Chicago,GA,28879,Premium,Yes,Samsung,iPhone 13,"First purchase: Buy two phones, one on us",4.92,11,5,23:59,Friday,10.07
500109,Jennifer Anderson,57,2898 Harris Mills,Detroit,TX,40048,Premium,No,Samsung,P40 Pro,Buy a tablet: 30% off on us,18.42,11,1,03:55,Saturday,44.66
216381,James Webster,58,75791 Holly Plains,Indianapolis,CA,95637,Premium,Yes,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us",6.48,14,9,07:34,Thursday,30.88
573125,Kristen Rodgers,39,517 Kim Run Apt. 439,Seattle,IN,20557,Premium,No,Huawei,OnePlus 9,Double your data for 3 months at no extra cost,31.06,13,5,02:20,Saturday,25.56
671621,Kelly Riley,28,36103 Steven Mission Suite 397,San Antonio,TX,48183,Premium,No,Huawei,P40 Pro,20% off Amazon Prime subscription,13.73,10,3,09:33,Tuesday,37.43
234508,Elizabeth Leon,40,0617 Bauer Corners,Nashville,MO,17007,Basic,Yes,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",1.03,10,7,05:55,Monday,39.52
829650,Karen Williams,18,0767 Jennifer Station Suite 136,San Antonio,FL,48655,Premium,Yes,Apple,Galaxy S21,"First purchase: Buy two phones, one on us",47.9,6,1,22:49,Thursday,8.93
962645,Jacob French,63,332 Holly Keys Apt. 707,Columbus,NC,22691,Premium,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us,14.78,1,9,11:15,Saturday,20.62
499111,Andrew Burns,54,836 Kristin Summit Suite 581,Portland,FL,48733,Basic,Yes,Google,OnePlus 9,Buy a tablet: 30% off on us,4.95,7,8,17:40,Wednesday,24.86
250810,Lance Russell,38,678 Laura Estate Apt. 310,Austin,DC,50560,Basic,No,Samsung,P40 Pro,"First purchase: Buy two phones, one on us",14.83,17,6,01:52,Monday,8.44
392890,Alison Hunter,43,3021 Hester Ferry Apt. 294,New York,MN,3148,Basic,No,OnePlus,Galaxy S21,Buy a tablet: 30% off on us,14.33,4,8,18:30,Tuesday,0.09
673665,Charles Thomas,63,7102 Peterson Knolls,Phoenix,CA,89682,Basic,No,Apple,OnePlus 9,Buy a tablet: 30% off on us,2.92,3,1,19:39,Monday,22.24
940477,Jennifer Smith,53,1982 Madison Fields Suite 469,Miami,TX,97553,Basic,Yes,Huawei,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",12.42,18,0,06:05,Monday,34.86
460032,Derrick Palmer,40,7843 Sims Pass Suite 501,Dallas,TN,92903,Basic,No,Apple,OnePlus 9,Free streaming service for 6 months with any Verizon plan,17.1,18,1,11:39,Friday,2.27
469599,Marisa Phelps,18,7723 Daniel Mountains,Fort Worth,IN,21165,Premium,Yes,Huawei,iPhone 13,Buy a tablet: 30% off on us,29.39,18,9,08:03,Thursday,17.75
760960,Allison Smith,68,1380 Jorge Dam,Columbus,IL,23138,Premium,Yes,OnePlus,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",18.46,12,6,04:44,Wednesday,26.91
850020,Christine Williams,57,8512 Joy Roads,New York,FL,2894,Standard,Yes,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us",35.77,14,5,10:08,Tuesday,21.81
979611,Holly Howard,32,38876 Williams Isle,Orlando,AZ,69746,Premium,Yes,Apple,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",16.64,9,8,06:47,Wednesday,25.51
271836,April Erickson,38,90099 James Pike Suite 913,Detroit,WA,48202,Premium,Yes,Huawei,Pixel 6,"First purchase: Buy two phones, one on us",12.62,0,9,16:41,Monday,31.08
829903,Alicia Joseph,64,8263 James Rapids,Miami,OH,50406,Basic,No,OnePlus,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",48.92,10,0,12:51,Monday,45.55
145714,Brandon Miller II,26,96717 Nelson Neck,Kansas City,MN,41087,Basic,No,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us",11.95,5,6,21:55,Friday,31.92
727234,Holly Hernandez,26,09761 Patton Point Apt. 170,Orlando,FL,39696,Premium,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us,48.57,17,3,22:04,Wednesday,10.52
996048,Jeffrey Reed,27,015 Mills Island Suite 921,Fort Worth,TX,74313,Standard,No,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us",21.11,13,2,07:06,Saturday,38.37
730271,Derrick Hernandez,69,1417 James Oval,Phoenix,FL,66001,Basic,Yes,Apple,OnePlus 9,"Buy one accessory, get another 50% off",10.81,14,1,04:10,Thursday,18.65
566960,Erica Mathis,43,28036 Juan Curve Apt. 566,Denver,OR,85214,Premium,Yes,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us",24.38,9,4,21:54,Wednesday,32.94
811851,Juan Mckee,58,6578 James Forest,Phoenix,FL,78191,Premium,Yes,Apple,OnePlus 9,"First purchase: Buy two phones, one on us",16.82,7,0,05:55,Saturday,47.1
224123,Steven Fisher,52,46067 Chapman Road Apt. 943,Columbus,CA,25322,Standard,No,Samsung,P40 Pro,Buy a tablet: 30% off on us,8.23,6,5,06:56,Saturday,18.55
405628,James Case,69,6108 Stephanie Valleys Apt. 330,Phoenix,OR,79740,Standard,Yes,OnePlus,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",27.01,16,3,09:29,Monday,34.1
182989,Jennifer Cox,42,71682 Kiara Trail,Washington,MA,25404,Basic,Yes,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",5.72,19,7,22:57,Saturday,38.14
398356,Kevin Atkinson,43,5557 Lane Parkway,Washington,NV,22935,Standard,No,Google,P40 Pro,"First purchase: Buy two phones, one on us",16.22,7,2,08:13,Monday,39.34
929957,Angela Hayes,28,13144 Richards Locks Apt. 693,Tampa,MO,57547,Premium,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us",17.05,4,2,15:34,Tuesday,45.49
278274,Dawn Singleton,55,003 Underwood Garden,Columbus,MO,57403,Premium,No,Huawei,P40 Pro,Buy a tablet: 30% off on us,43.91,14,7,23:43,Thursday,24.1
787995,Kimberly Ferguson,19,05839 Carly Stravenue,Tampa,NV,67225,Standard,Yes,Google,Galaxy S21,"First purchase: Buy two phones, one on us",32.55,10,3,01:07,Thursday,40.43
425352,Kathleen Dudley,24,20180 Victoria Island,Kansas City,DC,10430,Standard,Yes,Samsung,P40 Pro,Buy a tablet: 30% off on us,37.13,6,8,15:38,Monday,46.06
920260,Richard Knight,35,8917 Cook Burg Apt. 747,Denver,IN,99802,Standard,No,OnePlus,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",36.84,12,2,13:08,Friday,20.05
511927,Sergio Small,44,810 Gregg Parkway,Denver,NV,29279,Standard,Yes,Huawei,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",22.08,0,4,08:05,Thursday,6.31
889852,Paula Thomas,51,8183 Thomas Fields,San Diego,MI,76707,Basic,No,Google,Galaxy S21,Buy a tablet: 30% off on us,32.7,0,2,21:48,Saturday,16.76
983184,Jeremy Johnson,44,7425 Maria Roads,Columbus,FL,56213,Standard,No,Google,Pixel 6,"First purchase: Buy two phones, one on us",46.86,18,5,02:24,Sunday,37.06
231373,David Bernard,34,0571 Jon Vista,Cincinnati,NC,53717,Basic,Yes,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us",30.35,11,5,22:49,Sunday,12.14
538452,Eric Burton,60,9554 Jeffrey Corner,Nashville,OH,35256,Premium,Yes,Samsung,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",9.05,16,8,09:28,Tuesday,7.32
215294,Adam Sanchez,61,1761 Cruz Valley Apt. 152,Miami,OR,66871,Standard,No,Apple,Galaxy S21,"First purchase: Buy two phones, one on us",20.3,17,2,15:27,Saturday,21.48
559451,Eddie Browning,68,323 Davis Way Suite 009,Boston,OH,17320,Basic,No,Huawei,P40 Pro,20% off Amazon Prime subscription,5.3,19,8,20:15,Saturday,18.55
748307,Melinda Mills,41,254 Kramer Summit Suite 275,Indianapolis,CA,34625,Standard,No,Apple,P40 Pro,"Bundle in TV shows, movies, or series: 10% discount",13.62,13,2,02:56,Saturday,6.25
165726,Susan Ortiz,42,298 Cory Overpass Suite 069,Los Angeles,GA,17640,Premium,No,Google,iPhone 13,Buy a tablet: 30% off on us,44.07,19,8,02:04,Friday,6.94
241564,Brittany Hamilton,24,348 Gloria Lodge Apt. 900,Austin,TX,33776,Premium,Yes,OnePlus,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",0.54,3,6,22:25,Friday,34.2
477812,Robert Sanchez,69,5541 Lisa Squares,Phoenix,NV,58730,Premium,No,OnePlus,Galaxy S21,Buy a tablet: 30% off on us,31.05,5,5,07:18,Tuesday,42.68
368246,Adrian Hudson,23,66354 Joshua Highway Suite 732,Miami,WA,75071,Standard,No,Samsung,iPhone 13,Buy a tablet: 30% off on us,36.9,10,5,01:50,Wednesday,42.75
